fips,state,county_state,year,overall_food_insecurity_rate,number_of_food_insecure_persons_overall,food_insecurity_rate_among_black_persons_all_ethnicities,food_insecurity_rate_among_hispanic_persons_any_race,food_insecurity_rate_among_white_non_hispanic_persons,snap_threshold,percent_fi_snap_threshold,percent_fi_snap_threshold_2,child_food_insecurity_rate,number_of_food_insecure_children,percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl,percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl,cost_per_meal,weighted_weekly_needed_by_fi,weighted_annual_food_budget_shortfall,ruc_code,percent_of_all_people_in_poverty_2023,percent_of_all_people_in_poverty_90_percent_confidence_inrerval_lower_bound,percent_of_people_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,percent_of_childen_ages_0_17_in_poverty_2023,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_lower_bound,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,all_people_in_poverty_2023_90_percent_confidence_interval_lower_bound,all_people_in_poverty_2023_90_percent_confidence_interval_upper_bound,children_under_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_lower_bound,childen_ages_0_17_in_poverty_2023_upper_bound,percent_all_people_in_poverty_2023,lower_bound_all_people_in_poverty_2023,upper_bound_all_people_in_poverty_2023,percent_children_ages_0_17_in_poverty_2023,lower_bound_children_ages_0_17_in_poverty_2023,upper_bound_children_ages_0_17_in_poverty_2023,rural_urban_continuum_code_2023,urban_influence_code_2013,metro_2023,civilian_labor_force_2000,employed_2000,unemployed_2000,unemployment_rate_2000,civilian_labor_force_2001,employed_2001,unemployed_2001,unemployment_rate_2001,civilian_labor_force_2002,employed_2002,unemployed_2002,unemployment_rate_2002,civilian_labor_force_2003,employed_2003,unemployed_2003,unemployment_rate_2003,civilian_labor_force_2004,employed_2004,unemployed_2004,unemployment_rate_2004,civilian_labor_force_2005,employed_2005,unemployed_2005,unemployment_rate_2005,civilian_labor_force_2006,employed_2006,unemployed_2006,unemployment_rate_2006,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,civilian_labor_force_2019,employed_2019,unemployed_2019,unemployment_rate_2019,civilian_labor_force_2020,employed_2020,unemployed_2020,unemployment_rate_2020,civilian_labor_force_2021,employed_2021,unemployed_2021,unemployment_rate_2021,civilian_labor_force_2022,employed_2022,unemployed_2022,unemployment_rate_2022,civilian_labor_force_2023,employed_2023,unemployed_2023,unemployment_rate_2023,median_household_income_2022,med_hh_income_percent_of_state_total_2022,na,na_2,na_3,na_4,x1970,x1970_2,x1,x1970_3,na_5,na_6,na_7,na_8,x1980,x1980_2,x1_2,x1980_3,na_9,na_10,na_11,na_12,x1990,x1990_2,x1990_3,x1990_4,na_13,na_14,na_15,na_16,x2000,x2000_2,x2000_3,x2000_4,na_17,na_18,na_19,na_20,x2008,x2008_2,x2008_3,x2008_4,na_21,na_22,na_23,na_24,x2019,x2019_2,x2019_3,x2019_4,na_25,na_26,na_27,na_28
48163,TX,Frio,2020,14.5%,2910,NA,20%,15%,165%,56%,44%,22.3%,1050,61%,39%,$2.49,$13.22,"$1,167,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,19.5,31.7,36.2,24.8,47.6,6,4,0,6179,5798,381,6.2,6235,5829,406,6.5,6293,5807,486,7.7,6617,6097,520,7.9,6493,6036,457,7,6399,6008,391,6.1,6463,6107,356,5.5,6510,6188,322,4.9,6869,6499,370,5.4,7460,6905,555,7.4,7595,7038,557,7.3,7966,7432,534,6.7,8652,8219,433,5,9268,8831,437,4.7,10326,9952,374,3.6,9806,9427,379,3.9,8783,8355,428,4.9,9294,8925,369,4,10110,9820,290,2.9,10351,10079,272,2.6,9515,8975,540,5.7,9477,9022,455,4.8,9490,9164,326,3.4,9383,9078,305,3.3,46769,64.7,4,3,6,6,3628,818,382,393,69.5,15.7,7.3,7.5,4060,1475,656,658,59.3,21.5,9.6,9.6,3702,2141,1023,559,49.9,28.8,13.8,7.5,4151,2786,2042,828,42.3,28.4,20.8,8.4,4017,3542,2345,883,37.2,32.8,21.7,8.2,3329,4607,2090,1289,29.4,40.7,18.5,11.4
48163,TX,Frio,2021,15.9%,2930,NA,18%,13%,165%,51%,49%,21.8%,950,54%,46%,$3.13,$18.20,"$1,618,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,19.5,31.7,36.2,24.8,47.6,6,4,0,6179,5798,381,6.2,6235,5829,406,6.5,6293,5807,486,7.7,6617,6097,520,7.9,6493,6036,457,7,6399,6008,391,6.1,6463,6107,356,5.5,6510,6188,322,4.9,6869,6499,370,5.4,7460,6905,555,7.4,7595,7038,557,7.3,7966,7432,534,6.7,8652,8219,433,5,9268,8831,437,4.7,10326,9952,374,3.6,9806,9427,379,3.9,8783,8355,428,4.9,9294,8925,369,4,10110,9820,290,2.9,10351,10079,272,2.6,9515,8975,540,5.7,9477,9022,455,4.8,9490,9164,326,3.4,9383,9078,305,3.3,46769,64.7,4,3,6,6,3628,818,382,393,69.5,15.7,7.3,7.5,4060,1475,656,658,59.3,21.5,9.6,9.6,3702,2141,1023,559,49.9,28.8,13.8,7.5,4151,2786,2042,828,42.3,28.4,20.8,8.4,4017,3542,2345,883,37.2,32.8,21.7,8.2,3329,4607,2090,1289,29.4,40.7,18.5,11.4
48163,TX,Frio,2022,19.7%,3580,NA,24%,13%,165%,53%,47%,26.0%,1100,56%,44%,$3.36,$20.82,"$2,261,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,19.5,31.7,36.2,24.8,47.6,6,4,0,6179,5798,381,6.2,6235,5829,406,6.5,6293,5807,486,7.7,6617,6097,520,7.9,6493,6036,457,7,6399,6008,391,6.1,6463,6107,356,5.5,6510,6188,322,4.9,6869,6499,370,5.4,7460,6905,555,7.4,7595,7038,557,7.3,7966,7432,534,6.7,8652,8219,433,5,9268,8831,437,4.7,10326,9952,374,3.6,9806,9427,379,3.9,8783,8355,428,4.9,9294,8925,369,4,10110,9820,290,2.9,10351,10079,272,2.6,9515,8975,540,5.7,9477,9022,455,4.8,9490,9164,326,3.4,9383,9078,305,3.3,46769,64.7,4,3,6,6,3628,818,382,393,69.5,15.7,7.3,7.5,4060,1475,656,658,59.3,21.5,9.6,9.6,3702,2141,1023,559,49.9,28.8,13.8,7.5,4151,2786,2042,828,42.3,28.4,20.8,8.4,4017,3542,2345,883,37.2,32.8,21.7,8.2,3329,4607,2090,1289,29.4,40.7,18.5,11.4
48163,TX,Frio,2023,20.8%,3760,NA,28%,15%,165%,60%,40%,25.2%,1180,57%,43%,$2.90,$18.10,"$2,064,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,19.5,31.7,36.2,24.8,47.6,6,4,0,6179,5798,381,6.2,6235,5829,406,6.5,6293,5807,486,7.7,6617,6097,520,7.9,6493,6036,457,7,6399,6008,391,6.1,6463,6107,356,5.5,6510,6188,322,4.9,6869,6499,370,5.4,7460,6905,555,7.4,7595,7038,557,7.3,7966,7432,534,6.7,8652,8219,433,5,9268,8831,437,4.7,10326,9952,374,3.6,9806,9427,379,3.9,8783,8355,428,4.9,9294,8925,369,4,10110,9820,290,2.9,10351,10079,272,2.6,9515,8975,540,5.7,9477,9022,455,4.8,9490,9164,326,3.4,9383,9078,305,3.3,46769,64.7,4,3,6,6,3628,818,382,393,69.5,15.7,7.3,7.5,4060,1475,656,658,59.3,21.5,9.6,9.6,3702,2141,1023,559,49.9,28.8,13.8,7.5,4151,2786,2042,828,42.3,28.4,20.8,8.4,4017,3542,2345,883,37.2,32.8,21.7,8.2,3329,4607,2090,1289,29.4,40.7,18.5,11.4
48215,TX,Hidalgo,2019,18.0%,153810,18%,21%,12%,165%,94%,6%,26.4%,74290,87%,13%,$2.43,$13.68,"$63,826,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,25.5,28.3,37.3,34.7,39.9,2,2,1,211851,192259,19592,9.2,219379,198331,21048,9.6,230937,206838,24099,10.4,245506,219937,25569,10.4,254517,231371,23146,9.1,261782,240836,20946,8,265959,246140,19819,7.5,272038,254009,18029,6.6,282708,262352,20356,7.2,297367,266261,31106,10.5,318793,281155,37638,11.8,326643,287651,38992,11.9,327192,292711,34481,10.5,330700,296229,34471,10.4,331733,302287,29446,8.9,331119,304695,26424,8,337251,310858,26393,7.8,340521,314913,25608,7.5,345147,322241,22906,6.6,349181,327268,21913,6.3,359152,317207,41945,11.7,367863,334443,33420,9.1,371568,347089,24479,6.6,378591,355519,23072,6.1,48825,67.6,2,4,2,2,55830,12437,5934,5848,69.7,15.5,7.4,7.3,81339,26075,15759,14845,58.9,18.9,11.4,10.8,106377,39072,30990,22823,53.4,19.6,15.6,11.5,150961,61598,52778,39333,49.5,20.2,17.3,12.9,164303,101898,91121,66181,38.8,24.1,21.5,15.6,155271,127485,120846,102969,30.7,25.2,23.9,20.3
48215,TX,Hidalgo,2020,19.1%,164720,22%,22%,11%,165%,90%,10%,29.7%,83470,90%,10%,$2.46,$13.07,"$65,298,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,25.5,28.3,37.3,34.7,39.9,2,2,1,211851,192259,19592,9.2,219379,198331,21048,9.6,230937,206838,24099,10.4,245506,219937,25569,10.4,254517,231371,23146,9.1,261782,240836,20946,8,265959,246140,19819,7.5,272038,254009,18029,6.6,282708,262352,20356,7.2,297367,266261,31106,10.5,318793,281155,37638,11.8,326643,287651,38992,11.9,327192,292711,34481,10.5,330700,296229,34471,10.4,331733,302287,29446,8.9,331119,304695,26424,8,337251,310858,26393,7.8,340521,314913,25608,7.5,345147,322241,22906,6.6,349181,327268,21913,6.3,359152,317207,41945,11.7,367863,334443,33420,9.1,371568,347089,24479,6.6,378591,355519,23072,6.1,48825,67.6,2,4,2,2,55830,12437,5934,5848,69.7,15.5,7.4,7.3,81339,26075,15759,14845,58.9,18.9,11.4,10.8,106377,39072,30990,22823,53.4,19.6,15.6,11.5,150961,61598,52778,39333,49.5,20.2,17.3,12.9,164303,101898,91121,66181,38.8,24.1,21.5,15.6,155271,127485,120846,102969,30.7,25.2,23.9,20.3
48215,TX,Hidalgo,2021,19.0%,164390,24%,20%,12%,165%,81%,19%,24.0%,67460,75%,25%,$3.08,$17.95,"$89,509,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,25.5,28.3,37.3,34.7,39.9,2,2,1,211851,192259,19592,9.2,219379,198331,21048,9.6,230937,206838,24099,10.4,245506,219937,25569,10.4,254517,231371,23146,9.1,261782,240836,20946,8,265959,246140,19819,7.5,272038,254009,18029,6.6,282708,262352,20356,7.2,297367,266261,31106,10.5,318793,281155,37638,11.8,326643,287651,38992,11.9,327192,292711,34481,10.5,330700,296229,34471,10.4,331733,302287,29446,8.9,331119,304695,26424,8,337251,310858,26393,7.8,340521,314913,25608,7.5,345147,322241,22906,6.6,349181,327268,21913,6.3,359152,317207,41945,11.7,367863,334443,33420,9.1,371568,347089,24479,6.6,378591,355519,23072,6.1,48825,67.6,2,4,2,2,55830,12437,5934,5848,69.7,15.5,7.4,7.3,81339,26075,15759,14845,58.9,18.9,11.4,10.8,106377,39072,30990,22823,53.4,19.6,15.6,11.5,150961,61598,52778,39333,49.5,20.2,17.3,12.9,164303,101898,91121,66181,38.8,24.1,21.5,15.6,155271,127485,120846,102969,30.7,25.2,23.9,20.3
48215,TX,Hidalgo,2022,22.9%,199990,32%,26%,15%,165%,82%,18%,27.1%,75020,74%,26%,$3.31,$20.54,"$124,625,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,25.5,28.3,37.3,34.7,39.9,2,2,1,211851,192259,19592,9.2,219379,198331,21048,9.6,230937,206838,24099,10.4,245506,219937,25569,10.4,254517,231371,23146,9.1,261782,240836,20946,8,265959,246140,19819,7.5,272038,254009,18029,6.6,282708,262352,20356,7.2,297367,266261,31106,10.5,318793,281155,37638,11.8,326643,287651,38992,11.9,327192,292711,34481,10.5,330700,296229,34471,10.4,331733,302287,29446,8.9,331119,304695,26424,8,337251,310858,26393,7.8,340521,314913,25608,7.5,345147,322241,22906,6.6,349181,327268,21913,6.3,359152,317207,41945,11.7,367863,334443,33420,9.1,371568,347089,24479,6.6,378591,355519,23072,6.1,48825,67.6,2,4,2,2,55830,12437,5934,5848,69.7,15.5,7.4,7.3,81339,26075,15759,14845,58.9,18.9,11.4,10.8,106377,39072,30990,22823,53.4,19.6,15.6,11.5,150961,61598,52778,39333,49.5,20.2,17.3,12.9,164303,101898,91121,66181,38.8,24.1,21.5,15.6,155271,127485,120846,102969,30.7,25.2,23.9,20.3
48215,TX,Hidalgo,2023,23.6%,208140,34%,28%,16%,165%,87%,13%,25.2%,69780,79%,21%,$2.92,$18.26,"$115,307,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,25.5,28.3,37.3,34.7,39.9,2,2,1,211851,192259,19592,9.2,219379,198331,21048,9.6,230937,206838,24099,10.4,245506,219937,25569,10.4,254517,231371,23146,9.1,261782,240836,20946,8,265959,246140,19819,7.5,272038,254009,18029,6.6,282708,262352,20356,7.2,297367,266261,31106,10.5,318793,281155,37638,11.8,326643,287651,38992,11.9,327192,292711,34481,10.5,330700,296229,34471,10.4,331733,302287,29446,8.9,331119,304695,26424,8,337251,310858,26393,7.8,340521,314913,25608,7.5,345147,322241,22906,6.6,349181,327268,21913,6.3,359152,317207,41945,11.7,367863,334443,33420,9.1,371568,347089,24479,6.6,378591,355519,23072,6.1,48825,67.6,2,4,2,2,55830,12437,5934,5848,69.7,15.5,7.4,7.3,81339,26075,15759,14845,58.9,18.9,11.4,10.8,106377,39072,30990,22823,53.4,19.6,15.6,11.5,150961,61598,52778,39333,49.5,20.2,17.3,12.9,164303,101898,91121,66181,38.8,24.1,21.5,15.6,155271,127485,120846,102969,30.7,25.2,23.9,20.3
48229,TX,Hudspeth,2019,17.3%,770,NA,23%,18%,165%,89%,11%,29.0%,310,89%,11%,$2.96,$16.65,"$389,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23.8,40.2,40.5,25.6,55.4,2,2,1,1320,1260,60,4.5,1312,1242,70,5.3,1290,1192,98,7.6,1386,1277,109,7.9,1355,1265,90,6.6,1335,1241,94,7,1426,1326,100,7,1527,1449,78,5.1,1594,1531,63,4,1724,1631,93,5.4,1415,1302,113,8,1388,1272,116,8.4,1323,1225,98,7.4,1292,1201,91,7,1250,1170,80,6.4,1282,1209,73,5.7,1542,1450,92,6,1652,1556,96,5.8,1790,1707,83,4.6,1847,1767,80,4.3,1844,1694,150,8.1,1862,1755,107,5.7,1886,1810,76,4,1906,1834,72,3.8,39582,54.8,2,4,2,2,647,230,71,103,61.6,21.9,6.8,9.8,743,372,140,129,53.7,26.9,10.1,9.3,886,402,283,136,51.9,23.6,16.6,8,1029,393,302,186,53.9,20.6,15.8,9.7,999,533,407,207,46.6,24.8,19,9.6,877,547,493,271,40.1,25,22.5,12.4
48229,TX,Hudspeth,2020,18.1%,850,NA,24%,19%,165%,78%,22%,27.4%,310,85%,15%,$2.96,$15.73,"$406,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23.8,40.2,40.5,25.6,55.4,2,2,1,1320,1260,60,4.5,1312,1242,70,5.3,1290,1192,98,7.6,1386,1277,109,7.9,1355,1265,90,6.6,1335,1241,94,7,1426,1326,100,7,1527,1449,78,5.1,1594,1531,63,4,1724,1631,93,5.4,1415,1302,113,8,1388,1272,116,8.4,1323,1225,98,7.4,1292,1201,91,7,1250,1170,80,6.4,1282,1209,73,5.7,1542,1450,92,6,1652,1556,96,5.8,1790,1707,83,4.6,1847,1767,80,4.3,1844,1694,150,8.1,1862,1755,107,5.7,1886,1810,76,4,1906,1834,72,3.8,39582,54.8,2,4,2,2,647,230,71,103,61.6,21.9,6.8,9.8,743,372,140,129,53.7,26.9,10.1,9.3,886,402,283,136,51.9,23.6,16.6,8,1029,393,302,186,53.9,20.6,15.8,9.7,999,533,407,207,46.6,24.8,19,9.6,877,547,493,271,40.1,25,22.5,12.4
48229,TX,Hudspeth,2021,22.3%,740,NA,24%,21%,165%,62%,38%,26.4%,200,66%,34%,$3.31,$19.26,"$432,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23.8,40.2,40.5,25.6,55.4,2,2,1,1320,1260,60,4.5,1312,1242,70,5.3,1290,1192,98,7.6,1386,1277,109,7.9,1355,1265,90,6.6,1335,1241,94,7,1426,1326,100,7,1527,1449,78,5.1,1594,1531,63,4,1724,1631,93,5.4,1415,1302,113,8,1388,1272,116,8.4,1323,1225,98,7.4,1292,1201,91,7,1250,1170,80,6.4,1282,1209,73,5.7,1542,1450,92,6,1652,1556,96,5.8,1790,1707,83,4.6,1847,1767,80,4.3,1844,1694,150,8.1,1862,1755,107,5.7,1886,1810,76,4,1906,1834,72,3.8,39582,54.8,2,4,2,2,647,230,71,103,61.6,21.9,6.8,9.8,743,372,140,129,53.7,26.9,10.1,9.3,886,402,283,136,51.9,23.6,16.6,8,1029,393,302,186,53.9,20.6,15.8,9.7,999,533,407,207,46.6,24.8,19,9.6,877,547,493,271,40.1,25,22.5,12.4
48229,TX,Hudspeth,2022,24.8%,830,NA,33%,NA,165%,70%,30%,30.1%,170,79%,21%,$3.64,$22.55,"$568,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23.8,40.2,40.5,25.6,55.4,2,2,1,1320,1260,60,4.5,1312,1242,70,5.3,1290,1192,98,7.6,1386,1277,109,7.9,1355,1265,90,6.6,1335,1241,94,7,1426,1326,100,7,1527,1449,78,5.1,1594,1531,63,4,1724,1631,93,5.4,1415,1302,113,8,1388,1272,116,8.4,1323,1225,98,7.4,1292,1201,91,7,1250,1170,80,6.4,1282,1209,73,5.7,1542,1450,92,6,1652,1556,96,5.8,1790,1707,83,4.6,1847,1767,80,4.3,1844,1694,150,8.1,1862,1755,107,5.7,1886,1810,76,4,1906,1834,72,3.8,39582,54.8,2,4,2,2,647,230,71,103,61.6,21.9,6.8,9.8,743,372,140,129,53.7,26.9,10.1,9.3,886,402,283,136,51.9,23.6,16.6,8,1029,393,302,186,53.9,20.6,15.8,9.7,999,533,407,207,46.6,24.8,19,9.6,877,547,493,271,40.1,25,22.5,12.4
48229,TX,Hudspeth,2023,23.2%,770,NA,30%,NA,165%,78%,22%,27.6%,170,100%,0%,$3.20,$20.02,"$468,000",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23.8,40.2,40.5,25.6,55.4,2,2,1,1320,1260,60,4.5,1312,1242,70,5.3,1290,1192,98,7.6,1386,1277,109,7.9,1355,1265,90,6.6,1335,1241,94,7,1426,1326,100,7,1527,1449,78,5.1,1594,1531,63,4,1724,1631,93,5.4,1415,1302,113,8,1388,1272,116,8.4,1323,1225,98,7.4,1292,1201,91,7,1250,1170,80,6.4,1282,1209,73,5.7,1542,1450,92,6,1652,1556,96,5.8,1790,1707,83,4.6,1847,1767,80,4.3,1844,1694,150,8.1,1862,1755,107,5.7,1886,1810,76,4,1906,1834,72,3.8,39582,54.8,2,4,2,2,647,230,71,103,61.6,21.9,6.8,9.8,743,372,140,129,53.7,26.9,10.1,9.3,886,402,283,136,51.9,23.6,16.6,8,1029,393,302,186,53.9,20.6,15.8,9.7,999,533,407,207,46.6,24.8,19,9.6,877,547,493,271,40.1,25,22.5,12.4
48243,TX,Jeff Davis,2019,10.0%,220,NA,12%,8%,165%,79%,21%,17.6%,70,82%,18%,$3.25,$18.31,"$122,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,9.8,15.8,23.1,13.3,32.9,9,12,0,1166,1121,45,3.9,1202,1157,45,3.7,1275,1217,58,4.5,1358,1302,56,4.1,1312,1262,50,3.8,1208,1161,47,3.9,1197,1148,49,4.1,1180,1141,39,3.3,1193,1149,44,3.7,1204,1147,57,4.7,1274,1211,63,4.9,1249,1185,64,5.1,1213,1154,59,4.9,1159,1111,48,4.1,1146,1104,42,3.7,1081,1045,36,3.3,1074,1042,32,3,1059,1025,34,3.2,1060,1029,31,2.9,1038,1008,30,2.9,957,908,49,5.1,1033,989,44,4.3,1018,982,36,3.5,1005,973,32,3.2,58285,80.6,12,9,9,9,488,156,118,100,56.6,18.1,13.7,11.6,458,197,134,228,45,19.4,13.2,22.4,394,280,295,324,30.5,21.7,22.8,25.1,395,296,322,547,25.3,19,20.6,35.1,308,471,412,526,17.9,27.4,24,30.6,187,191,598,427,13.3,13.6,42.6,30.4
48243,TX,Jeff Davis,2020,15.7%,350,NA,NA,NA,165%,83%,18%,31.4%,100,100%,0%,$2.82,$14.99,"$159,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,9.8,15.8,23.1,13.3,32.9,9,12,0,1166,1121,45,3.9,1202,1157,45,3.7,1275,1217,58,4.5,1358,1302,56,4.1,1312,1262,50,3.8,1208,1161,47,3.9,1197,1148,49,4.1,1180,1141,39,3.3,1193,1149,44,3.7,1204,1147,57,4.7,1274,1211,63,4.9,1249,1185,64,5.1,1213,1154,59,4.9,1159,1111,48,4.1,1146,1104,42,3.7,1081,1045,36,3.3,1074,1042,32,3,1059,1025,34,3.2,1060,1029,31,2.9,1038,1008,30,2.9,957,908,49,5.1,1033,989,44,4.3,1018,982,36,3.5,1005,973,32,3.2,58285,80.6,12,9,9,9,488,156,118,100,56.6,18.1,13.7,11.6,458,197,134,228,45,19.4,13.2,22.4,394,280,295,324,30.5,21.7,22.8,25.1,395,296,322,547,25.3,19,20.6,35.1,308,471,412,526,17.9,27.4,24,30.6,187,191,598,427,13.3,13.6,42.6,30.4
48243,TX,Jeff Davis,2021,15.5%,310,NA,NA,NA,165%,87%,13%,24.8%,90,90%,10%,$3.21,$18.68,"$176,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,9.8,15.8,23.1,13.3,32.9,9,12,0,1166,1121,45,3.9,1202,1157,45,3.7,1275,1217,58,4.5,1358,1302,56,4.1,1312,1262,50,3.8,1208,1161,47,3.9,1197,1148,49,4.1,1180,1141,39,3.3,1193,1149,44,3.7,1204,1147,57,4.7,1274,1211,63,4.9,1249,1185,64,5.1,1213,1154,59,4.9,1159,1111,48,4.1,1146,1104,42,3.7,1081,1045,36,3.3,1074,1042,32,3,1059,1025,34,3.2,1060,1029,31,2.9,1038,1008,30,2.9,957,908,49,5.1,1033,989,44,4.3,1018,982,36,3.5,1005,973,32,3.2,58285,80.6,12,9,9,9,488,156,118,100,56.6,18.1,13.7,11.6,458,197,134,228,45,19.4,13.2,22.4,394,280,295,324,30.5,21.7,22.8,25.1,395,296,322,547,25.3,19,20.6,35.1,308,471,412,526,17.9,27.4,24,30.6,187,191,598,427,13.3,13.6,42.6,30.4
48243,TX,Jeff Davis,2022,20.2%,400,NA,NA,NA,165%,66%,34%,31.8%,90,70%,30%,$3.53,$21.88,"$265,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,9.8,15.8,23.1,13.3,32.9,9,12,0,1166,1121,45,3.9,1202,1157,45,3.7,1275,1217,58,4.5,1358,1302,56,4.1,1312,1262,50,3.8,1208,1161,47,3.9,1197,1148,49,4.1,1180,1141,39,3.3,1193,1149,44,3.7,1204,1147,57,4.7,1274,1211,63,4.9,1249,1185,64,5.1,1213,1154,59,4.9,1159,1111,48,4.1,1146,1104,42,3.7,1081,1045,36,3.3,1074,1042,32,3,1059,1025,34,3.2,1060,1029,31,2.9,1038,1008,30,2.9,957,908,49,5.1,1033,989,44,4.3,1018,982,36,3.5,1005,973,32,3.2,58285,80.6,12,9,9,9,488,156,118,100,56.6,18.1,13.7,11.6,458,197,134,228,45,19.4,13.2,22.4,394,280,295,324,30.5,21.7,22.8,25.1,395,296,322,547,25.3,19,20.6,35.1,308,471,412,526,17.9,27.4,24,30.6,187,191,598,427,13.3,13.6,42.6,30.4
48243,TX,Jeff Davis,2023,24.2%,420,NA,NA,NA,165%,68%,32%,28.8%,80,46%,54%,$3.22,$20.13,"$256,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,9.8,15.8,23.1,13.3,32.9,9,12,0,1166,1121,45,3.9,1202,1157,45,3.7,1275,1217,58,4.5,1358,1302,56,4.1,1312,1262,50,3.8,1208,1161,47,3.9,1197,1148,49,4.1,1180,1141,39,3.3,1193,1149,44,3.7,1204,1147,57,4.7,1274,1211,63,4.9,1249,1185,64,5.1,1213,1154,59,4.9,1159,1111,48,4.1,1146,1104,42,3.7,1081,1045,36,3.3,1074,1042,32,3,1059,1025,34,3.2,1060,1029,31,2.9,1038,1008,30,2.9,957,908,49,5.1,1033,989,44,4.3,1018,982,36,3.5,1005,973,32,3.2,58285,80.6,12,9,9,9,488,156,118,100,56.6,18.1,13.7,11.6,458,197,134,228,45,19.4,13.2,22.4,394,280,295,324,30.5,21.7,22.8,25.1,395,296,322,547,25.3,19,20.6,35.1,308,471,412,526,17.9,27.4,24,30.6,187,191,598,427,13.3,13.6,42.6,30.4
48247,TX,Jim Hogg,2019,18.5%,970,NA,24%,NA,165%,95%,6%,31.8%,530,78%,22%,$2.67,$15.04,"$443,000",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,19.2,30,36.6,26,47.2,8,6,0,2188,2055,133,6.1,2205,2100,105,4.8,2369,2221,148,6.2,2470,2319,151,6.1,2564,2437,127,5,2628,2501,127,4.8,2691,2574,117,4.3,2738,2633,105,3.8,2771,2666,105,3.8,3017,2785,232,7.7,2332,2091,241,10.3,2330,2122,208,8.9,2344,2191,153,6.5,2321,2155,166,7.2,2196,2061,135,6.1,2029,1882,147,7.2,1945,1759,186,9.6,1892,1753,139,7.3,1865,1758,107,5.7,1867,1777,90,4.8,1872,1693,179,9.6,1864,1703,161,8.6,1809,1711,98,5.4,1851,1764,87,4.7,43782,60.6,6,6,6,8,1917,354,42,92,79.7,14.7,1.7,3.8,1813,482,225,260,65.2,17.3,8.1,9.4,1511,733,383,332,51.1,24.8,12.9,11.2,1345,906,647,305,42,28.3,20.2,9.5,1134,1128,541,304,36.5,36.3,17.4,9.8,511,985,454,456,21.2,40.9,18.9,19
